movie_id,description,number_different_values
tt0297753,"[[""On the distant planet Axis, Kaena, a rebellious, high-spirited teenage girl, will defy the High Priest and her people's ancestral beliefs to take a perilous journey and discover what dark secrets lie beyond the clouds.""], [""On the distant planet Axis, rebellious, high-spirited teenage girl Kaena defies the High Priest and her people's ancestral beliefs to take a perilous journey and discover what dark secrets lie beyond the clouds.""], [""On the distant planet Axis, Kaena, a rebellious, high-spirited teenage girl, will defy the High Priest and her people's ancestral beliefs to take a perilous journey and discover what dark secrets lie beyond the clouds.""], [""On the distant planet Axis, Kaena, a rebellious, high-spirited teenage girl, will defy the High Priest and her people's ancestral beliefs to take a perilous journey and discover what dark secrets lie beyond the clouds.""], [""On the distant planet Axis, Kaena, a rebellious, high-spirited teenage girl, will defy the High Priest and her people's ancestral beliefs to take a perilous journey and discover what dark secrets lie beyond the clouds.""]]",2
tt0280927,"[['In a Northern border village during the Sri Lankan Civil War, a Sinhalese soldier meets a Tamil girl in the battlefield. The soldier leaves the army with the girl and returns to his village...                See full summary\xa0»'], ['Set in a Northern border village during the Sri Lankan Civil War, a Sinhalese soldier meets a Tamil girl in the battlefield. The soldier leaves the army with the girl, and goes back to his ...                See full summary\xa0»']]",2
tt0277660,"[['The story of a princess who was sworn into the black since childhood. He is destined to marry a prince and lived in the palace. But disliked by her mother in law.'], ['Add a Plot']]",2
tt0271719,"[[""The kidnapping of the youngest daughter of the Pintín, Luna, who captured by two lovable thugs is taken to the hold of a strange ship -which Noah's ark- through which various characters of different species circulate.""], ['A family of penguins is enjoying a day at the beach, but their daughter is kidnapped by criminals and they have to rescue her.'], [""The kidnapping of the youngest daughter of the Pintín, Luna, who captured by two lovable thugs is taken to the hold of a strange ship -which Noah's ark- through which various characters of different species circulate.""]]",2
tt0269358,"[['Ico is a wild foal who lives in a large meadow with his mother and other forest animals.'], ['Add a Plot'], ['Ico is a wild foal who lives in a large meadow with his mother and other forest animals.'], ['Add a Plot'], ['Add a Plot'], ['Add a Plot']]",2
tt0242804,"[['Add a Plot'], ['Man in the final stages of a fatal illness gets immersed in a new romance and a murder investigation.'], ['Add a Plot']]",2
tt0242342,"[['Add a Plot'], [""Clara is mistreated by her stepfather, Luis, her neighbor, decides to help her by taking her to live with him. Luis' girlfriend introduces herself as his wife and she expels Clara.""]]",2
tt0241291,"[['Add a Plot'], ['To steal some important papers, a man is murdered by two others. The youngest daughter witnesses the crime and recognizes the murderers. She is left orphaned and helpless.']]",2
tt0230742,"[['Add a Plot'], [""Antwerp at the end of the 16th century. For the second time the city falls into the hands of the plundering and murdering Spaniards. Jan and Myga are just ten years old. While Myga's father...                See full summary\xa0»""], ['Add a Plot'], ['Add a Plot']]",2
tt0230426,"[['Based on Russian folk tales.'], ['Based on Russian folk tales.'], ['On reasons of the Russian folk tales. Once a czarevitch wanted to get married, and necessarily on the Gold braid - beloved beauty that is seen by him in sleep. Ivan asks a father to release...                See full summary\xa0»'], ['On reasons of the Russian folk tales. Once a czarevitch wanted to get married, and necessarily on the Gold braid - beloved beauty that is seen by him in sleep. Ivan asks a father to release...                See full summary\xa0»']]",2
tt0226785,"[['Add a Plot'], ['When her father dies mysteriously, a young woman is protected by an acquaintance of his, who takes her to live in his house, where she suffers the abuse of his niece.'], ['Add a Plot'], ['Add a Plot']]",2
tt0218516,"[['Berlin Alexanderplatz; within 24 hours, various stories rotate between the heights and depths of the square, between the television tower and the subway shafts, between larger and smaller fates, that slowly but surely become entangled.'], ['Add a Plot'], ['Add a Plot']]",2
tt0217590,"[['A boy raised by animals learns to live by the laws of the jungle. Full-length version of the Soviet animated series'], ['A boy raised by animals learns to live by the laws of the jungle. Full-length version of the Soviet animated series.'], ['A boy raised by animals learns to live by the laws of the jungle. Full-length version of the Soviet animated series']]",2
tt0214245,"[['Add a Plot'], ['At a polo field, delving into the bushes to retrieve a ball, Valerio finds the dead body of 20-year-old Giuliana Villani, who died of a drug overdose. The girl had two brothers.'], ['Add a Plot']]",2
tt0206420,"[['After being cheated on by an insecure man, Brazilian chef Isabella Oliveira moves to San Francisco and finds success as the host of a cooking show.'], ['Brazilian chef Isabella Oliveira moves to San Francisco when her husband, frustrated by her motion sickness, cheats on her.']]",2
tt0183272,"[['Cüneyt is hired by some wise guy named Beyefendi (Gentleman) to rescue a Professor who has found side-effect-less synthetic painkiller.'], ['Add a Plot'], ['Add a Plot']]",2
tt9816134,"[['Aspiring university student is studying in order to try again for the university examination. One midday time seems to stand still for everyone and everything around him. This phenomenon ...                See full summary\xa0»'], ['Aspiring university student is studying in order to try again for the university examination. One midday time seems to stand still for everyone and everything around him. Moreover, this ...                See full summary\xa0»'], ['Aspiring university student is studying in order to try again for the university examination. One midday time seems to stand still for everyone and everything around him. Moreover, this ...                See full summary\xa0»']]",2
